Name,Article_ID_x,Date_x,repeat_x,Article_ID_y,Date_y,repeat_y,career_length,Gender
Lina María Sepúlveda-Cano,6739549,2018-11-14,True,6580118,2020-03-12,True,484 days,F
Lina von Sydow,6807678,2020-03-04,True,6805860,2020-05-12,True,69 days,F
Linda Askenäs,6651540,2020-03-24,True,6755121,2021-05-31,True,433 days,F
Linda B. Smith,6707934,2020-10-01,True,6691414,2020-12-29,True,89 days,F
Linda Brodo,6575901,2017-12-28,True,6575912,2021-09-23,True,1365 days,F
Linda Daniela,6613982,2020-06-16,True,6614175,2022-12-06,True,903 days,F
Linda K. Kaye,6773794,2020-03-31,True,6774831,2020-10-26,True,209 days,F
Linda Lee Ho,6623694,2020-05-10,True,6793804,2020-06-08,True,29 days,F
Linda Leon,6764912,2020-05-26,True,6810293,2020-07-09,True,44 days,F
Linda M. See,6663228,2020-02-25,True,6721906,2020-08-25,True,182 days,F
Linda Pagli,6569384,2021-02-17,True,6570430,2022-06-23,True,491 days,F
Linda See,6721485,2020-08-25,True,6718842,2020-09-22,True,28 days,F
Linda V. Knight,6651405,2020-03-24,True,6810776,2020-10-01,True,191 days,F
Linnéa Larsson,6687002,2020-02-22,True,6760368,2020-09-02,True,193 days,F
Lisa Hellerstein,6611021,2019-01-21,True,6572494,2021-02-17,True,758 days,F
Lisa Hermans,6626533,2020-05-10,True,6625623,2022-09-10,True,853 days,F
Lisa Meeden,6620443,2020-03-06,True,6668443,2020-09-01,True,179 days,F
Lisa Posch,6621423,2020-05-21,True,6687956,2020-08-13,True,84 days,F
Lisbeth Fajstrup,6637068,2020-03-27,True,6572592,2021-02-17,True,327 days,F
Lisbeth Rodríguez-Mazahua,6588742,2020-07-30,True,6714810,2021-10-14,True,441 days,F
Lise Getoor,6610823,2019-01-21,True,6612578,2022-01-19,True,1094 days,F
Liudmila D. Cheremisinova,6765985,2020-05-11,True,6765438,2020-10-07,True,149 days,F
Liudmila Yu. Zhilyakova,6753419,2020-07-03,True,6754220,2021-06-09,True,341 days,F
Livia De Giovanni,6716521,2017-06-05,True,6741949,2022-05-18,True,1808 days,F
Livia Della Ragione,6627094,2022-06-23,True,6627159,2022-08-16,True,54 days,F
Livia Jakaite,6745645,2017-06-06,True,6581781,2020-03-12,True,1010 days,F
Livia Marcellino,6697888,2020-04-01,True,6692813,2021-12-09,True,617 days,F
Livia Paleari,6746845,2020-02-22,True,6750617,2020-10-26,True,247 days,F
Liz Sonenberg,6610811,2019-10-19,True,6667626,2020-07-09,True,264 days,F
Ljiljana Kascelan,6764875,2020-10-26,True,6579877,2022-04-09,True,530 days,F
Llanos Mora López,6731647,2017-06-06,True,6737985,2022-08-25,True,1906 days,F
Lola Cañamero,6691582,2020-06-13,True,6724994,2021-06-04,True,356 days,F
Loredana Cristaldi,6600391,2020-06-08,True,6601478,2022-06-23,True,745 days,F
Lorena Etcheverry,6621889,2020-05-04,True,6717123,2021-11-30,True,575 days,F
Lorena Pradenas,6734653,2017-05-26,True,6748784,2020-02-22,True,1002 days,F
Lorena Álvarez,6716616,2017-09-16,True,6581967,2020-03-12,True,908 days,F
Lorenza Giupponi,6580685,2020-03-12,True,6655062,2020-08-25,True,166 days,F
Lori A. Clarke,6730048,2020-03-13,True,6619073,2020-04-02,True,20 days,F
Lori N. K. Leonard,6810398,2020-07-09,True,6584950,2022-06-10,True,701 days,F
Lori Tavasszy,6730293,2021-04-09,True,6587355,2021-05-14,True,35 days,F
Lorraine Dodd,6792539,2020-06-08,True,6794637,2020-08-31,True,84 days,F
Lorraine G. Olson,6761077,2020-09-02,True,6760149,2020-10-26,True,54 days,F
Lorraine McGinty,6642491,2017-05-17,True,6642936,2020-10-26,True,1258 days,F
Lorraine Morgan,6772922,2020-03-31,True,6584901,2022-06-10,True,801 days,F
Lotte M. Willemsen,6775510,2020-03-31,True,6692051,2020-10-01,True,184 days,F
Lotte N. S. Andreasen Struijk,6761001,2020-09-02,True,6764803,2021-07-29,True,330 days,F
Louise Bertrand,6627554,2020-05-28,True,6760591,2020-09-02,True,97 days,F
Louise Cooke,6690951,2020-05-11,True,6622798,2020-08-25,True,106 days,F
Louise Stark,6611090,2019-01-21,True,6659483,2020-02-20,True,395 days,F
Lourdes Araujo,6643269,2017-06-05,True,6756309,2022-10-12,True,1955 days,F
Lowri Williams,6743410,2020-02-04,True,6805538,2021-04-07,True,428 days,F
Lucia Beccai,6617696,2020-04-02,True,6758603,2020-09-02,True,153 days,F
Lucia Cascone,6700645,2021-12-15,True,6658873,2022-04-09,True,115 days,F
Lucia Draque Penso,6574107,2021-02-17,True,6569846,2022-02-23,True,371 days,F
Lucia Ferlino,6728670,2020-02-03,True,6649829,2022-05-17,True,834 days,F
Lucia Gastaldi,6786571,2018-11-30,True,6787341,2021-02-17,True,810 days,F
Lucia Lo Bello,6745110,2017-06-22,True,6702355,2022-10-02,True,1928 days,F
Lucia Maddalena 0001,6660259,2020-02-20,True,6685657,2020-02-22,True,2 days,F
Lucia Migliorelli,6762354,2020-09-02,True,6738275,2022-10-02,True,760 days,F
Lucia Moura,6578447,2019-11-20,True,6565597,2021-02-17,True,455 days,F
Lucia Pannese,6728510,2022-01-17,True,6648669,2022-12-07,True,324 days,F
Lucia Pepa,6745696,2020-03-19,True,6725493,2022-04-01,True,743 days,F
Lucia Rita Quitadamo,6687432,2020-03-27,True,6628019,2020-05-28,True,62 days,F
Lucia Romani,6806472,2020-03-04,True,6805751,2021-07-25,True,508 days,F
Lucia Seno,6700519,2020-05-21,True,6705217,2020-10-26,True,158 days,F
Lucia Specia,6611161,2019-01-21,True,6611953,2022-07-25,True,1281 days,F
Lucia Valmaggia,6773608,2020-10-26,True,6775283,2021-10-14,True,353 days,F
Luciana Dalla Valle,6740134,2018-09-13,True,6626620,2020-05-10,True,605 days,F
Luciana Porcher Nedel,6789623,2004-05-24,True,6620283,2022-06-13,True,6594 days,F
Luciana S. Buriol,6745493,2017-05-26,True,6574283,2021-02-17,True,1363 days,F
Luciana S. Pessoa,6731639,2021-07-25,True,6711733,2022-12-16,True,509 days,F
Luciana Scarioni,6601055,2020-06-08,True,6599585,2021-04-09,True,305 days,F
Lucie Baudouin,6563240,2020-02-24,True,6563618,2020-10-26,True,245 days,F
Lucie Ménager,6770647,2020-02-24,True,6772032,2021-04-08,True,409 days,F
Lucile Riaboff,6749377,2021-05-25,True,6749309,2022-12-07,True,561 days,F
Lucy A. Suchman,6598044,2020-06-05,True,6697139,2020-07-09,True,34 days,F
Lucy Bastin,6662501,2020-02-25,True,6720600,2021-04-09,True,409 days,F
Ludmila Cherkasova,6570882,2021-02-17,True,6614605,2022-06-23,True,491 days,F
Ludmila Dymova,6731564,2019-10-19,True,6710693,2022-12-05,True,1143 days,F
Ludmila I. Kuncheva,6640295,2020-06-18,True,6658777,2022-03-16,True,636 days,F
Ludovica Giordano,6718386,2021-10-14,True,6721962,2022-10-02,True,353 days,F
Luigina Ciolfi,6598146,2020-06-05,True,6697252,2023-01-14,True,953 days,F
Luisa Carracciuolo,6698533,2021-04-09,True,6698206,2022-10-02,True,541 days,F
Luisa Gargano,6612937,2020-08-25,True,6565449,2021-04-09,True,227 days,F
Luisa Giacomini,6593199,2020-07-22,True,6726991,2021-02-17,True,210 days,F
Luiza de Macedo Mourelle,6713236,2019-12-27,True,6591379,2021-08-11,True,593 days,F
Luna Santos-Roldán,6796354,2020-09-24,True,6656397,2021-02-11,True,140 days,F
Lydia E. Kavraki,6776517,2018-11-30,True,6725562,2021-12-08,True,1104 days,F
Lydia Stappenbeck,6685368,2020-05-22,True,6764593,2022-01-21,True,609 days,F
Lydia Y. Chen,6673151,2020-10-26,True,6717990,2022-12-30,True,795 days,F
Lynette Hirschman,6620642,2020-05-19,True,6688862,2022-12-07,True,932 days,F
Lynette Kvasny,6690847,2020-05-11,True,6692209,2020-10-01,True,143 days,F
Lynne Baillie,6598249,2021-10-14,True,6627374,2022-06-23,True,252 days,F
Lynne Billard,6634185,2020-10-01,True,6627268,2022-06-10,True,617 days,F
Lynne D. Roberts,6613958,2020-03-10,True,6773592,2020-10-26,True,230 days,F
Lynne E. Hall,6732500,2017-05-26,True,6633903,2020-09-29,True,1222 days,F
Lynne E. Parker,6776422,2017-05-18,True,6683264,2020-02-24,True,1012 days,F
Lyuba Zehl,6627544,2021-04-09,True,6627742,2021-10-14,True,188 days,F
Lyudmila Mihaylova,6660703,2020-02-20,True,6680043,2022-01-03,True,683 days,F
Lídia del Rio,6751946,2020-06-08,True,6751830,2020-10-26,True,140 days,F
Lúcia Valéria Ramos de Arruda,6789523,2020-02-03,True,6596168,2022-01-03,True,700 days,F
Maarja Kruusmaa,6777334,2020-10-26,True,6776982,2021-07-02,True,249 days,F
Mabel Tidball,6667747,2020-07-09,True,6804650,2022-12-07,True,881 days,F
Macarena Espinilla,6693346,2020-02-19,True,6640932,2022-09-16,True,940 days,F
Machi Zawidzki,6716815,2019-10-19,True,6715431,2021-10-14,True,726 days,F
Madalena Chaves,6633036,2017-05-28,True,6571236,2021-02-17,True,1361 days,F
Madalina Croitoru,6730906,2018-11-30,True,6658579,2020-05-10,True,527 days,F
Madara Gasparovica-Asite,6765694,2020-05-11,True,6766131,2021-07-02,True,417 days,F
Maddalena Fabbri Destro,6752543,2019-05-23,True,6621722,2022-04-09,True,1052 days,F
Madeleine M. Lowery,6758489,2020-09-02,True,6684144,2022-12-07,True,826 days,F
Madhuri D. Bhavsar,6651887,2020-07-22,True,6651951,2022-09-02,True,772 days,F
Magali Barbier,6777438,2019-10-19,True,6776563,2020-05-25,True,219 days,F
Magda Komorníková,6640282,2020-06-18,True,6725709,2021-02-17,True,244 days,F
Magda Valls,6786392,2021-02-17,True,6706239,2021-08-26,True,190 days,F
Magdalena Jurkiewicz,6628801,2020-04-01,True,6719815,2021-10-14,True,561 days,F
Magdalena Marciano-Melchor,6797746,2020-09-24,True,6798570,2022-04-09,True,562 days,F
Magdalena Obermaier,6628532,2020-04-01,True,6691839,2022-08-25,True,876 days,F
Magdalene Marinaki,6712142,2017-05-08,True,6711348,2019-07-04,True,787 days,F
Maguelonne Teisseire,6731783,2021-10-14,True,6736734,2022-08-16,True,306 days,F
Maha Elsabrouty,6784264,2020-07-30,True,6781813,2022-08-25,True,756 days,F
Maha Shaikh,6584755,2022-06-10,True,6804385,2022-12-07,True,180 days,F
Mahsa Noori-daryan,6596222,2020-07-22,True,6586747,2021-03-23,True,244 days,F
Mahsa T. Pourazad,6675654,2020-08-25,True,6676697,2022-04-27,True,610 days,F
Mahua Bose,6710255,2018-01-12,True,6623211,2020-04-25,True,834 days,F
Mai Bando,6779846,2020-04-01,True,6779683,2022-10-02,True,914 days,F
Mai Gehrke,6766998,2017-05-17,True,6809787,2021-12-08,True,1666 days,F
Mai S. Mabrouk,6636853,2020-10-26,True,6636662,2022-10-02,True,706 days,F
Maija Nousiainen,6667453,2020-07-09,True,6801637,2022-10-02,True,815 days,F
Maike Schwammberger,6566490,2018-09-28,True,6647314,2021-12-15,True,1174 days,F
Maisie Rowland,6738376,2019-08-08,True,6732128,2020-01-31,True,176 days,F
Maite López-Sánchez,6777495,2019-10-19,True,6634794,2020-03-24,True,157 days,F
Maite Oronoz,6755234,2021-02-17,True,6735806,2021-10-14,True,239 days,F
Maja Hadzic,6635461,2019-01-16,True,6722535,2020-05-11,True,481 days,F
Maja J. Mataric,6776404,2017-05-18,True,6682603,2021-07-25,True,1529 days,F
Maja Pantic,6658935,2020-02-20,True,6660020,2022-10-11,True,964 days,F
Malika Bessedik,6628904,2020-09-01,True,6709555,2020-10-26,True,55 days,F
Malika More,6766682,2017-05-17,True,6572868,2021-02-17,True,1372 days,F
Manal A. Wahba,6737902,2017-07-19,True,6738314,2019-09-25,True,798 days,F
Manal E. Ali,6797603,2021-07-25,True,6636297,2022-11-11,True,474 days,F
Manisha J. Nene,6784309,2020-08-06,True,6784274,2022-02-08,True,551 days,F
Manisha Mudgal,6619610,2021-09-20,True,6619734,2022-01-03,True,105 days,F
Manjari Mehta,6590275,2020-05-20,True,6584412,2022-06-10,True,751 days,F
Manon Stipulanti,6569005,2019-02-13,True,6637104,2019-09-16,True,215 days,F
Mansooreh Ezhei,6757655,2020-08-27,True,6741220,2021-10-14,True,413 days,F
Mansooreh Pakravan,6762931,2020-09-02,True,6685873,2022-01-18,True,503 days,F
Mansoureh Labafniya,6708252,2021-04-09,True,6757667,2022-10-25,True,564 days,F
Mansoureh Naderipour,6744907,2021-10-29,True,6643819,2022-04-09,True,162 days,F
Manuela Chessa,6696985,2020-07-09,True,6691288,2020-12-29,True,173 days,F
Manuela Ferrario,6759646,2020-09-02,True,6731545,2020-10-26,True,54 days,F
Manuela González Vega,6709998,2022-04-08,True,6599527,2022-12-09,True,245 days,F
Manuela I. Martín-Vicente,6734106,2018-11-14,True,6742276,2020-06-15,True,579 days,F
Manuela M. Veloso,6776844,2017-05-18,True,6611652,2022-08-16,True,1916 days,F
Manuela Montangero,6567970,2020-01-31,True,6571287,2021-02-17,True,383 days,F
Manuela Paechter,6628454,2020-05-13,True,6692395,2020-10-01,True,141 days,F
Mar Arenas Parra,6742885,2017-06-14,True,6793648,2020-09-05,True,1179 days,F
Mara Abel,6789606,2004-05-24,True,6732472,2022-10-13,True,6716 days,F
Mara Bruzzi,6602241,2020-06-08,True,6604611,2021-07-25,True,412 days,F
Mara Lúcia Martins Lopes,6712295,2020-03-27,True,6734326,2020-10-26,True,213 days,F
Mara Tanelli,6633194,2017-06-05,True,6632900,2022-12-05,True,2009 days,F
Marcela Muñoz Santis,6766996,2017-05-17,True,6768351,2021-07-29,True,1534 days,F
Marcella Anselmo,6576212,2017-05-28,True,6569286,2022-11-08,True,1990 days,F
Marcella Guarino,6747825,2020-02-22,True,6748975,2021-10-14,True,600 days,F
Marcella S. R. Martins,6711711,2021-07-25,True,6711685,2021-10-14,True,81 days,F
Marcia K. O'Malley,6780553,2020-04-01,True,6778018,2020-09-05,True,157 days,F
Marcia Muller,6601161,2020-06-08,True,6604077,2021-10-14,True,493 days,F
Maren Bennewitz,6777014,2017-05-18,True,6682148,2020-11-19,True,1281 days,F
Marga Marcos,6634870,2016-05-17,True,6600822,2020-06-08,True,1483 days,F
Margaret Kalacska,6621810,2021-06-16,True,6622008,2022-08-16,True,426 days,F
Margaret McRorie,6725410,2020-04-24,True,6725022,2020-10-26,True,185 days,F
Margaret W. Emsley,6728570,2020-02-03,True,6810613,2020-10-01,True,241 days,F
Margaret Walls,6662972,2020-02-25,True,6667244,2021-10-14,True,597 days,F
Margaretha Gansterer,6587680,2021-03-24,True,6586112,2021-06-01,True,69 days,F
Margarida Romero,6765067,2020-07-16,True,6728457,2022-10-02,True,808 days,F
Margarita Alonso Ramos,6755987,2021-02-17,True,6755190,2022-10-12,True,602 days,F
Margarita Amor,6697928,2020-04-01,True,6672592,2020-10-02,True,184 days,F
Margarita Mas,6640118,2020-06-18,True,6725814,2021-02-17,True,244 days,F
Margaux Perrin,6623537,2020-10-26,True,6623443,2022-10-02,True,706 days,F
Margherita Pagani,6754979,2020-08-03,True,6656500,2020-10-08,True,66 days,F
Margherita Pero,6586188,2021-03-24,True,6585999,2021-10-14,True,204 days,F
Margherita Zorzi,6627068,2020-07-14,True,6567742,2021-02-17,True,218 days,F
Margit Voigt,6690058,2020-03-06,True,6666459,2021-04-22,True,412 days,F
Margot Deruyck,6746719,2020-10-26,True,6747111,2021-04-23,True,179 days,F
Margrit Schreier,6628716,2020-04-01,True,6628376,2020-05-13,True,42 days,F
Mari Martiskainen,6655992,2020-10-26,True,6656751,2021-07-29,True,276 days,F
Maria A. Munitsyna,6753727,2020-07-03,True,6754294,2022-04-21,True,657 days,F
Maria A. Poltavtseva,6765764,2020-05-11,True,6765986,2022-08-16,True,827 days,F
Maria A. Wimmer,6639677,2020-02-22,True,6622665,2020-08-25,True,185 days,F
Maria Alessandra Torsello,6710109,2017-06-15,True,6640306,2020-06-18,True,1099 days,F
Maria Alexandra Cunha,6579686,2021-05-19,True,6579978,2021-07-29,True,71 days,F
Maria Andréia F. Rodrigues,6789876,2004-05-24,True,6789827,2007-03-02,True,1012 days,F
Maria Angela Franceschini,6752122,2019-05-23,True,6764669,2022-06-02,True,1106 days,F
Maria Antonia Brovelli,6719053,2020-08-25,True,6721056,2022-06-02,True,646 days,F
Maria Antónia Carravilla,6642439,2017-06-05,True,6586642,2021-04-09,True,1404 days,F
Maria Axenovich,6665306,2020-10-02,True,6664486,2022-01-03,True,458 days,F
Maria Battarra,6792277,2020-06-08,True,6794123,2020-10-26,True,140 days,F
Maria Bernadete de M. França,6607161,2020-06-08,True,6603550,2020-10-03,True,117 days,F
Maria Bras-Amorós,6787517,2021-10-14,True,6640263,2022-01-03,True,81 days,F
Maria C. A. S. Portela,6795671,2020-06-08,True,6794157,2020-06-15,True,7 days,F
Maria C. Bottis,6629160,2020-04-01,True,6629507,2021-10-09,True,556 days,F
Maria Calzarossa,6615685,2020-10-26,True,6614770,2021-10-14,True,353 days,F
Maria Careri,6603068,2020-06-16,True,6609601,2023-01-17,True,945 days,F
Maria Carmela di Piazza,6808955,2021-01-13,True,6805908,2021-01-18,True,5 days,F
Maria Cecilia Verri,6736687,2022-04-09,True,6621914,2022-07-07,True,89 days,F
Maria Chiara Carrozza,6776664,2017-05-18,True,6758965,2021-10-14,True,1610 days,F
Maria Chudnovsky,6663755,2020-10-02,True,6664422,2021-10-14,True,377 days,F
Maria Cláudia Cavalcanti,6716998,2021-11-30,True,6620062,2022-06-13,True,195 days,F
Maria Colomba Comes,6600448,2021-04-29,True,6602644,2021-10-14,True,168 days,F
Maria Conceição A. Silva Portela,6794939,2020-06-08,True,6793050,2022-02-01,True,603 days,F
Maria Couceiro,6597022,2020-07-14,True,6669951,2020-10-02,True,80 days,F
Maria Cristina Ferreira de Oliveira,6619858,2020-09-05,True,6619985,2022-06-13,True,646 days,F
Maria Cristina Piccirilli,6811918,2020-05-22,True,6599106,2020-06-08,True,17 days,F
Maria Cristina Pinotti,6669459,2020-10-02,True,6571471,2021-02-17,True,138 days,F
Maria Danese,6751089,2021-10-14,True,6720173,2021-12-15,True,62 days,F
Maria De Marsico,6694592,2020-02-19,True,6717985,2022-12-07,True,1022 days,F
Maria Dolores Gil Montoya,6731092,2017-06-06,True,6713529,2021-11-09,True,1617 days,F
Maria Domenica Di Benedetto,6632058,2017-06-05,True,6563886,2020-02-24,True,994 days,F
Maria Elena Latino,6586963,2021-04-07,True,6657205,2022-03-16,True,343 days,F
Maria Elena Valcher,6562012,2020-02-24,True,6632055,2022-12-05,True,1015 days,F
Maria Fasli,6737310,2017-05-26,True,6735417,2021-10-14,True,1602 days,F
Maria Fazio,6702128,2020-05-21,True,6693368,2022-02-08,True,628 days,F
Maria Fox 0001,6611035,2021-11-02,True,6610768,2022-08-16,True,287 days,F
Maria Francesca Costabile,6810444,2020-07-09,True,6663259,2021-05-14,True,309 days,F
Maria Frucci,6739055,2018-11-30,True,6662177,2020-02-20,True,447 days,F
Maria G. Martini,6583601,2020-03-27,True,6580389,2022-10-02,True,919 days,F
Maria Gabriella Xibilia,6599263,2020-06-08,True,6603571,2021-06-28,True,385 days,F
Maria Gradinariu Potop-Butucaru,6570422,2018-11-30,True,6672218,2020-10-02,True,672 days,F
Maria Grazia Buscemi,6790551,2017-05-28,True,6572417,2021-02-17,True,1361 days,F
Maria Grazia Gnoni,6738771,2018-11-14,True,6586184,2021-04-09,True,877 days,F
Maria Grazia Speranza,6795676,2020-06-08,True,6566629,2021-02-17,True,254 days,F
Maria Grigoriadou,6736214,2017-06-14,True,6699700,2022-10-02,True,1936 days,F
Maria Hansson-Sandsten,6580789,2020-03-12,True,6764755,2020-09-02,True,174 days,F
Maria Italia Gualtieri,6807363,2020-03-04,True,6805702,2021-03-24,True,385 days,F
Maria J. Avedillo,6811322,2020-05-22,True,6811944,2020-05-27,True,5 days,F
Maria J. Blesa,6636049,2012-08-23,True,6712344,2023-01-14,True,3796 days,F
Maria J. Serna,6565337,2021-02-17,True,6567437,2021-06-01,True,104 days,F
Maria Jesus Martin,6687997,2020-08-13,True,6687711,2022-10-02,True,780 days,F
Maria Jose Montero-Simó,6710673,2019-10-19,True,6733048,2022-06-23,True,978 days,F
Maria José Sousa,6790271,2020-10-26,True,6764990,2021-04-29,True,185 days,F
Maria João Sousa,6736309,2019-10-19,True,6734625,2019-12-19,True,61 days,F
Maria Kyropoulou,6772587,2020-02-24,True,6572713,2021-08-12,True,535 days,F
Maria L. Gini,6776763,2019-06-02,True,6681771,2022-10-02,True,1218 days,F
Maria Laura Costantino,6764155,2020-09-02,True,6761355,2022-01-03,True,488 days,F
Maria Letizia Bertotti,6798431,2020-09-24,True,6796512,2022-04-09,True,562 days,F
Maria Letizia Corradini,6632696,2017-05-28,True,6700673,2022-04-09,True,1777 days,F
Maria Lindén,6709245,2019-10-12,True,6652060,2020-07-22,True,284 days,F
Maria Luisa Casalicchio,6600531,2020-06-08,True,6602925,2021-05-19,True,345 days,F
Maria Luisa Di Silvestre,6713482,2017-05-26,True,6701840,2020-05-21,True,1091 days,F
Maria Luisa Merani,6678922,2020-08-25,True,6671441,2021-03-23,True,210 days,F
Maria Luz Alvarez Gutierrez,6617880,2020-04-02,True,6704701,2020-05-21,True,49 days,F
Maria M. Cerimele,6806356,2020-03-04,True,6809345,2022-10-20,True,960 days,F
Maria Madlberger,6639537,2020-02-22,True,6613044,2020-05-27,True,95 days,F
Maria Madonia,6576212,2017-05-28,True,6569286,2022-11-08,True,1990 days,F
Maria Marcella Laganà,6684813,2020-02-22,True,6687162,2022-07-27,True,886 days,F
Maria Meler-Kapcia,6745206,2017-05-26,True,6730706,2018-11-14,True,537 days,F
Maria Meletiou-Mavrotheris,6613937,2020-03-10,True,6614000,2020-05-19,True,70 days,F
Maria Montero,6804475,2017-05-26,True,6774646,2020-03-31,True,1040 days,F
Maria Paola Bianchi,6568857,2017-11-06,True,6571062,2021-02-17,True,1199 days,F
Maria Paola Scaparra,6791981,2020-06-08,True,6792196,2022-12-05,True,910 days,F
Maria Papadaki,6579616,2021-07-29,True,6652867,2022-04-09,True,254 days,F
Maria Pia Ciano,6586894,2021-03-23,True,6585887,2022-11-21,True,608 days,F
Maria Pia Fanti,6617077,2020-04-02,True,6617879,2022-10-02,True,913 days,F
Maria Pia Saccomani,6759623,2020-09-02,True,6799276,2020-09-24,True,22 days,F
Maria Polukarov,6611688,2019-10-19,True,6611770,2020-03-27,True,160 days,F
